AppName,TCID,STATUS,EXEDATE,RCA  (ENV|CODE|DATA|REQ)
Hotstar,177,Pass,08.26.19,
Guardian,99,Fail,05.18.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,2,Pass,06.23.19,
Guardian,186,Fail,06.11.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,35,Fail,06.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,65,Pass,04.24.19,
Hotstar,146,Fail,04.04.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,28,Fail,08.25.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,114,Fail,04.21.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,65,Pass,04.07.19,
Guardian,30,Fail,04.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,147,Pass,06.10.19,
Netflix,23,Fail,08.15.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,159,Fail,05.23.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,89,Fail,09.05.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,11,Fail,06.15.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,176,Fail,04.03.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,37,Pass,08.14.19,
Hotstar,15,Pass,05.24.19,
Facebook,184,Pass,09.16.19,
Netflix,28,Fail,04.30.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Instagram,178,Fail,05.28.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,109,Fail,09.10.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,92,Pass,06.15.19,
Uber,159,Fail,09.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,104,Pass,09.07.19,
Instagram,63,Pass,07.13.19,
Instagram,77,Pass,04.06.19,
Facebook,122,Fail,05.23.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,127,Fail,05.04.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,178,Pass,08.20.19,
Facebook,39,Pass,07.02.19,
TechCrunch,36,Pass,04.29.19,
ACM,10,Fail,07.06.19,PROD|import numpy as np|numpy: Package not found|importing
Netflix,181,Pass,08.03.19,
Instagram,124,Fail,09.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,25,Pass,08.24.19,
Uber,167,Fail,09.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,178,Fail,05.17.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,78,Fail,04.09.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,105,Fail,05.20.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,173,Fail,08.04.19,PROD|import numpy as np|numpy: Package not found|importing
TechCrunch,3,Pass,04.14.19,
Netflix,167,Pass,06.01.19,
Netflix,187,Pass,04.07.19,
Uber,182,Pass,06.01.19,
Guardian,22,Pass,09.16.19,
Facebook,16,Pass,08.13.19,
Netflix,51,Fail,09.25.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,132,Pass,06.01.19,
Netflix,157,Fail,09.09.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,16,Pass,09.30.19,
Facebook,192,Pass,09.10.19,
Guardian,53,Fail,06.11.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,115,Fail,08.06.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,56,Fail,04.16.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,157,Pass,04.03.19,
Uber,143,Fail,08.24.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,123,Pass,08.05.19,
Facebook,58,Fail,05.13.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,84,Fail,05.04.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,2,Pass,06.03.19,
Uber,116,Pass,04.12.19,
ACM,33,Fail,08.12.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,196,Pass,07.20.19,
TechCrunch,164,Pass,04.19.19,
Guardian,4,Pass,09.26.19,
Netflix,7,Pass,07.30.19,
Uber,96,Fail,07.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,34,Fail,04.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,56,Pass,05.11.19,
Instagram,87,Fail,09.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,163,Fail,04.08.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,154,Fail,05.17.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,24,Fail,07.26.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,113,Pass,07.15.19,
Hotstar,193,Fail,04.25.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,169,Pass,06.24.19,
Netflix,82,Fail,09.22.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,159,Fail,04.04.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,88,Fail,05.01.19,PROD|import numpy as np|numpy: Package not found|importing
Netflix,71,Pass,09.27.19,
ACM,112,Pass,08.11.19,
Zomato,126,Fail,04.01.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Zomato,95,Fail,08.14.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,170,Pass,06.07.19,
Guardian,80,Pass,08.02.19,
Hotstar,105,Pass,08.18.19,
UberEats,34,Pass,04.23.19,
UberEats,55,Pass,09.24.19,
ACM,27,Pass,09.09.19,
Facebook,46,Fail,09.22.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,25,Fail,07.02.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,72,Pass,07.31.19,
Facebook,124,Fail,05.29.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,180,Fail,08.17.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,104,Pass,07.06.19,
Uber,44,Pass,09.05.19,
Netflix,196,Pass,07.31.19,
UberEats,2,Fail,07.04.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,177,Pass,06.21.19,
Uber,106,Pass,08.25.19,
ACM,57,Fail,07.27.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,9,Fail,09.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,193,Pass,04.11.19,
Uber,51,Fail,07.24.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,9,Fail,04.16.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,139,Pass,08.18.19,
Instagram,116,Fail,07.30.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,166,Pass,05.02.19,
Guardian,131,Fail,04.03.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,106,Fail,06.17.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,143,Pass,06.28.19,
TechCrunch,126,Fail,09.14.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,154,Fail,08.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,80,Fail,09.26.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,139,Pass,06.28.19,
ACM,168,Fail,04.09.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,161,Pass,05.24.19,
Instagram,19,Fail,07.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,148,Pass,08.16.19,
Facebook,79,Fail,05.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,5,Pass,04.13.19,
Guardian,137,Fail,07.01.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,54,Fail,09.16.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,48,Pass,09.04.19,
Hotstar,165,Fail,05.29.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,35,Pass,06.23.19,
Uber,80,Fail,07.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,39,Pass,05.24.19,
Instagram,17,Pass,09.03.19,
Uber,31,Fail,08.02.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,141,Fail,06.15.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,54,Pass,06.02.19,
Instagram,170,Fail,08.13.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,30,Pass,08.23.19,
TechCrunch,128,Fail,09.27.19,PROD|import numpy as np|numpy: Package not found|importing
Netflix,23,Fail,08.01.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Hotstar,68,Pass,04.06.19,
Hotstar,55,Fail,06.27.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,159,Fail,08.05.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,162,Pass,09.08.19,
Uber,133,Fail,04.11.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,21,Fail,08.03.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Netflix,68,Pass,08.22.19,
Hotstar,183,Fail,07.23.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,20,Pass,07.11.19,
ACM,140,Pass,05.09.19,
UberEats,52,Fail,07.04.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,132,Pass,09.30.19,
Zomato,25,Fail,09.18.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,7,Pass,05.21.19,
Guardian,90,Fail,05.18.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,141,Fail,09.22.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,13,Pass,04.14.19,
Facebook,133,Pass,09.12.19,
Hotstar,194,Fail,05.20.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,70,Fail,09.23.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,3,Pass,04.18.19,
Hotstar,42,Fail,06.04.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,22,Pass,08.24.19,
Uber,48,Pass,06.09.19,
Guardian,53,Fail,08.06.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,189,Fail,07.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,167,Pass,05.04.19,
Netflix,125,Pass,08.13.19,
UberEats,154,Pass,08.22.19,
UberEats,176,Fail,07.11.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,38,Pass,04.03.19,
Zomato,181,Fail,09.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,143,Pass,06.19.19,
Facebook,61,Fail,05.04.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,144,Pass,08.29.19,
UberEats,168,Fail,06.15.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,155,Pass,09.17.19,
Netflix,62,Fail,05.11.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,17,Fail,04.18.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,31,Fail,06.27.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,108,Pass,05.10.19,
Facebook,106,Fail,08.16.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,124,Fail,06.08.19,PROD|import numpy as np|numpy: Package not found|importing
Instagram,70,Pass,07.27.19,
Guardian,49,Fail,08.30.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,109,Fail,08.04.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,8,Pass,07.08.19,
Netflix,105,Fail,08.18.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,195,Fail,07.18.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,161,Pass,09.21.19,
Zomato,192,Pass,05.31.19,
TechCrunch,66,Pass,09.19.19,
Guardian,199,Fail,07.22.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,154,Fail,04.04.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,122,Fail,04.14.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,9,Pass,05.03.19,
Facebook,35,Fail,07.30.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,192,Pass,09.01.19,
ACM,32,Fail,08.26.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Zomato,57,Pass,08.23.19,
Zomato,10,Pass,06.12.19,
ACM,47,Fail,09.22.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,178,Fail,06.11.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,184,Pass,07.14.19,
Guardian,132,Pass,05.12.19,
Guardian,95,Fail,05.14.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,188,Fail,09.09.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,91,Pass,04.21.19,
Hotstar,192,Pass,09.28.19,
TechCrunch,168,Pass,08.18.19,
Netflix,183,Pass,05.29.19,
Zomato,55,Pass,05.17.19,
Guardian,84,Pass,07.21.19,
Guardian,98,Pass,04.01.19,
TechCrunch,168,Pass,06.18.19,
TechCrunch,4,Pass,06.05.19,
ACM,120,Pass,04.23.19,
Facebook,70,Pass,08.15.19,
Uber,103,Fail,09.29.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,89,Fail,08.23.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,41,Fail,09.20.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
ACM,125,Pass,08.01.19,
Uber,194,Pass,06.20.19,
Netflix,21,Fail,07.29.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,33,Fail,04.25.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,195,Fail,06.21.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,78,Fail,09.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,89,Pass,09.19.19,
Hotstar,179,Fail,06.17.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,113,Fail,07.06.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,42,Pass,07.17.19,
UberEats,83,Fail,07.24.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,196,Pass,09.23.19,
Facebook,141,Pass,08.02.19,
Instagram,104,Pass,05.22.19,
UberEats,185,Fail,05.03.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,46,Pass,06.03.19,
Uber,109,Pass,05.31.19,
Zomato,85,Fail,05.20.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,174,Fail,09.19.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,182,Pass,08.29.19,
Netflix,165,Pass,06.22.19,
Netflix,95,Pass,05.25.19,
UberEats,194,Pass,06.08.19,
ACM,66,Pass,05.12.19,
TechCrunch,72,Fail,06.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,56,Pass,04.15.19,
Hotstar,61,Fail,05.11.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,65,Fail,05.18.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,114,Pass,06.21.19,
UberEats,64,Pass,07.03.19,
Guardian,56,Fail,06.13.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,169,Fail,09.09.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,52,Pass,08.17.19,
ACM,124,Fail,06.08.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,188,Pass,06.12.19,
UberEats,199,Pass,05.06.19,
Netflix,66,Fail,06.06.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,1,Fail,08.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,89,Pass,09.06.19,
Hotstar,61,Pass,08.07.19,
Hotstar,8,Fail,04.10.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,62,Pass,09.29.19,
Hotstar,6,Pass,09.17.19,
Guardian,43,Fail,07.11.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Zomato,37,Fail,05.24.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,76,Fail,08.12.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,176,Fail,06.22.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,21,Fail,04.10.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
UberEats,200,Pass,04.09.19,
ACM,134,Pass,09.23.19,
Zomato,184,Fail,09.20.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,182,Pass,07.22.19,
Facebook,200,Pass,07.06.19,
Uber,185,Fail,09.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,8,Fail,05.19.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,86,Pass,07.27.19,
Instagram,200,Fail,06.09.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,78,Pass,07.23.19,
Guardian,1,Fail,04.04.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,181,Fail,06.15.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,110,Fail,04.01.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,60,Fail,07.07.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,192,Pass,04.30.19,
ACM,77,Fail,04.18.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,98,Pass,08.05.19,
UberEats,66,Fail,09.24.19,PROD|import numpy as np|numpy: Package not found|importing
Netflix,47,Fail,05.17.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,52,Pass,09.05.19,
Zomato,62,Fail,04.06.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Guardian,6,Fail,08.08.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,58,Pass,06.27.19,
Facebook,151,Pass,08.08.19,
UberEats,1,Pass,09.13.19,
Guardian,32,Fail,05.13.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,133,Fail,08.27.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,135,Fail,07.10.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,77,Fail,08.02.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,34,Pass,06.14.19,
Hotstar,46,Pass,06.12.19,
TechCrunch,132,Pass,08.05.19,
ACM,73,Fail,05.14.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,24,Pass,05.20.19,
Zomato,35,Fail,08.10.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Netflix,86,Fail,07.07.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,73,Pass,07.16.19,
Uber,89,Pass,09.10.19,
TechCrunch,60,Fail,04.30.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,42,Fail,07.06.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,159,Pass,04.19.19,
Hotstar,163,Pass,05.14.19,
Facebook,137,Fail,05.30.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,14,Pass,09.18.19,
Netflix,43,Pass,04.08.19,
Hotstar,101,Fail,08.25.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,41,Fail,08.01.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,136,Pass,08.22.19,
Hotstar,117,Fail,08.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
ACM,84,Fail,07.22.19,PROD|import numpy as np|numpy: Package not found|importing
Netflix,161,Pass,08.29.19,
Netflix,168,Fail,04.03.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,94,Pass,07.07.19,
Netflix,30,Pass,05.27.19,
Hotstar,174,Pass,06.28.19,
Facebook,45,Fail,04.09.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Zomato,4,Fail,08.25.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,63,Fail,06.14.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,29,Pass,08.25.19,
Guardian,51,Fail,05.13.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,156,Pass,09.14.19,
Uber,97,Pass,09.02.19,
Hotstar,56,Fail,09.19.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Guardian,139,Fail,08.22.19,PROD|import numpy as np|numpy: Package not found|importing
Uber,191,Fail,08.28.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,28,Pass,05.22.19,
Facebook,60,Pass,07.26.19,
Zomato,15,Pass,04.15.19,
UberEats,101,Fail,05.18.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,160,Fail,06.02.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,165,Fail,07.29.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,157,Fail,08.23.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,188,Pass,09.08.19,
Uber,74,Pass,04.24.19,
Guardian,53,Fail,04.17.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Facebook,27,Pass,06.23.19,
Netflix,28,Pass,09.21.19,
Facebook,10,Fail,05.29.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,18,Pass,08.05.19,
ACM,140,Fail,07.07.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,10,Fail,08.10.19,UAT|import pandasa as pd|pandas: Package not found|importing
Uber,10,Pass,05.29.19,
UberEats,67,Pass,05.07.19,
Zomato,141,Pass,08.11.19,
ACM,34,Fail,04.20.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,177,Fail,09.13.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,93,Pass,04.30.19,
UberEats,105,Pass,05.15.19,
Facebook,16,Fail,07.12.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
UberEats,103,Pass,08.27.19,
Zomato,161,Fail,05.06.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,35,Pass,08.18.19,
Uber,69,Fail,09.24.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,161,Fail,06.17.19,UAT|import pandasa as pd|pandas: Package not found|importing
Zomato,193,Fail,08.17.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Netflix,2,Pass,09.27.19,
Uber,37,Fail,05.29.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,87,Fail,07.21.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Zomato,12,Fail,05.25.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Instagram,55,Fail,06.30.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,156,Fail,08.01.19,PROD|import numpy as np|numpy: Package not found|importing
Zomato,79,Fail,06.16.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Instagram,55,Fail,09.09.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,43,Pass,04.14.19,
TechCrunch,200,Fail,07.16.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
TechCrunch,17,Fail,04.20.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,80,Fail,06.04.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Facebook,24,Fail,04.18.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Hotstar,194,Fail,05.06.19,PROD|import numpy as np|numpy: Package not found|importing
ACM,53,Pass,04.30.19,
Guardian,111,Pass,05.26.19,
Zomato,163,Fail,04.28.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,81,Pass,08.27.19,
Facebook,157,Pass,09.25.19,
Guardian,31,Fail,05.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,179,Fail,05.20.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Guardian,64,Pass,09.26.19,
Zomato,129,Pass,07.09.19,
Facebook,152,Fail,08.28.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
UberEats,80,Pass,05.13.19,
Netflix,19,Pass,07.12.19,
Facebook,76,Pass,07.05.19,
UberEats,140,Fail,07.04.19,UAT|import pandasa as pd|pandas: Package not found|importing
Netflix,99,Fail,07.19.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
TechCrunch,140,Fail,05.03.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,126,Fail,05.21.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,14,Pass,04.08.19,
ACM,111,Fail,05.04.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,12,Pass,04.25.19,
Zomato,21,Fail,07.29.19,UAT|import pandasa as pd|pandas: Package not found|importing
Guardian,67,Pass,04.13.19,
ACM,197,Fail,07.04.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
TechCrunch,86,Pass,04.11.19,
ACM,19,Pass,08.12.19,
UberEats,100,Fail,09.25.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,102,Pass,06.04.19,
Hotstar,113,Fail,05.11.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,111,Pass,04.09.19,
Zomato,88,Pass,07.18.19,
Instagram,85,Fail,09.09.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Hotstar,168,Fail,08.19.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,70,Fail,04.02.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
ACM,151,Fail,08.04.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Netflix,110,Fail,05.10.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,178,Pass,07.07.19,
Zomato,154,Pass,05.03.19,
UberEats,198,Pass,07.13.19,
Facebook,73,Fail,07.27.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,148,Fail,04.12.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,186,Fail,09.17.19,"STG|for i in range(0,2)|List out of Index [23]|looping"
Uber,10,Fail,06.15.19,UAT|import pandasa as pd|pandas: Package not found|importing
Facebook,76,Pass,08.04.19,
Guardian,112,Pass,04.06.19,
Guardian,5,Fail,05.05.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,166,Fail,07.28.19,PROD|import numpy as np|numpy: Package not found|importing
Hotstar,131,Pass,05.27.19,
Zomato,149,Pass,09.30.19,
UberEats,141,Pass,08.10.19,
Guardian,45,Pass,05.03.19,
TechCrunch,55,Fail,09.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
Hotstar,90,Fail,07.03.19,PROD|import numpy as np|numpy: Package not found|importing
Facebook,100,Fail,05.04.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
Uber,117,Fail,06.11.19,UAT|import pandasa as pd|pandas: Package not found|importing
Instagram,101,Pass,05.27.19,
Facebook,4,Fail,06.29.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Facebook,51,Pass,04.15.19,
TechCrunch,100,Fail,08.07.19,PROD|import numpy as np|numpy: Package not found|importing
Guardian,39,Fail,09.26.19,"DEV|print(""a[10]"")|No varible named a|retrive data"
Uber,168,Fail,09.14.19,PROD|import numpy as np|numpy: Package not found|importing
UberEats,168,Fail,09.20.19,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
ACM,129,Pass,09.22.19,
TechCrunch,114,Fail,05.12.19,UAT|import pandasa as pd|pandas: Package not found|importing
UberEats,130,Pass,04.13.19,
UberEats,81,Pass,06.28.19,
TechCrunch,172,Pass,06.23.19,
Instagram,165,Fail,04.06.19,UAT|import pandasa as pd|pandas: Package not found|importing
TechCrunch,66,Fail,06.21.19,UAT|import pandasa as pd|pandas: Package not found|importing
